,Unnamed: 0,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction
2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,... < 100 DM,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,... < 100 DM,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,N,0.1658389568328857,Y,N,N
2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,... < 100 DM,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,... < 100 DM,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,N,0.1945140361785888,Y,N,N
2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,N,0.1917219161987304,Y,N,N
2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,... < 100 DM,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,... < 100 DM,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,N,0.2213139533996582,Y,N,N
2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,... < 100 DM,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,... < 100 DM,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,N,0.1584441661834716,Y,N,N
3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.42430873,bank,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,42.76128888,bank,rent,1,skilled employee / official,1,none,yes,N,0.1811480522155761,Y,Y,Y
3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,car (used),0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,car (used),2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1660211086273193,Y,Y,Y
3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,stores,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,stores,rent,1,skilled employee / official,1,none,yes,N,0.1611800193786621,Y,Y,Y
3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.17759297,bank,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,28.94520632,bank,rent,1,skilled employee / official,1,none,yes,N,0.1603879928588867,Y,Y,Y
3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,... < 1 year ,0.0,female : divorced/separated/married,guarantor,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,... < 1 year ,1.0,female : divorced/separated/married,guarantor,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1600279808044433,Y,Y,Y
4,0,N,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.719141473,... < 100 DM,4 <= ... < 7 years,0.3,male : single,guarantor,0.5,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",no,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,13319.677130302,... < 100 DM,4 <= ... < 7 years,1.9,male : single,guarantor,2.5,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",no,Y,0.2987401485443115,Y,N,N
4,0,N,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.89924847,existing credits paid back duly till now,(vacation - does not exist?),0.504839196,unknown/ no savings account,... < 1 year ,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,65.14889596,existing credits paid back duly till now,(vacation - does not exist?),9424.947548104,unknown/ no savings account,... < 1 year ,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.4035258293151855,Y,N,N
