,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction
0,Y,0 <= ... < 200 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),(vacation - does not exist?),0.06883459887751733,... < 100 DM,.. >= 7 years,0.3333333333333333,female : divorced/separated/married,none,0.6666666666666667,"if not A121/A122 : car or other, not in attribute 6",0.26785714285714285,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,9.0,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1501.0,... < 100 DM,.. >= 7 years,2.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.98534722,critical account/ other credits existing (not at this bank),(vacation - does not exist?),0.06883459887751733,... < 100 DM,.. >= 7 years,0.3333333333333333,female : divorced/separated/married,none,0.6666666666666667,"if not A121/A122 : car or other, not in attribute 6",0.26785714285714285,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,Y,0 <= ... < 200 DM,71.00361096,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1501.0,... < 100 DM,.. >= 7 years,2.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,Y,0.1578991413116455,Y,Y,N
0,N,< 0 DM,0.1176470588235294,existing credits paid back duly till now,(vacation - does not exist?),0.05227247716518102,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,11.999999999999998,existing credits paid back duly till now,(vacation - does not exist?),1200.0,unknown/ no savings account,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.1176470588235294,existing credits paid back duly till now,(vacation - does not exist?),0.05227247716518102,unknown/ no savings account,... < 1 year ,1.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,11.999999999999998,existing credits paid back duly till now,(vacation - does not exist?),1200.0,unknown/ no savings account,... < 1 year ,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.16188621520996094,Y,N,Y
0,N,no checking account,0.1176470588235294,existing credits paid back duly till now,car (used),0.06399251678221635,.. >= 1000 DM ,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,none,own,1,skilled employee / official,1,none,no,N,no checking account,11.999999999999998,existing credits paid back duly till now,car (used),1413.0,.. >= 1000 DM ,4 <= ... < 7 years,3.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,none,own,1,skilled employee / official,1,none,no,< 0 DM,0.31575969,existing credits paid back duly till now,car (used),0.121845143,500 <= ... < 1000 DM ,4 <= ... < 7 years,0.6666666666666667,male : divorced/separated,co-applicant,0.3333333333333333,unknown / no property,0.6428571428571428,stores,own,1,skilled employee / official,1,none,no,Y,< 0 DM,25.47165892,existing credits paid back duly till now,car (used),2464.413628882,500 <= ... < 1000 DM ,4 <= ... < 7 years,3.0,male : divorced/separated,co-applicant,2.0,unknown / no property,54.99999999999999,stores,own,1,skilled employee / official,1,none,no,Y,0.409761905670166,Y,N,N
0,Y,0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,car (new),0.7740728513260702,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,unknown / no property,0.6785714285714286,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),14318.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,unknown / no property,57.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,car (new),0.7740728513260702,100 <= ... < 500 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,unknown / no property,0.6785714285714286,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),14318.0,100 <= ... < 500 DM,.. >= 7 years,4.0,male : single,none,2.0,unknown / no property,57.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes,N,0.15579009056091309,Y,Y,Y
0,N,< 0 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),education,0.057114559260482006,100 <= ... < 500 DM,.. >= 7 years,0.6666666666666667,male : single,guarantor,1.0,real estate,0.5178571428571428,none,own,2,skilled employee / official,2,none,no,N,< 0 DM,9.0,critical account/ other credits existing (not at this bank),education,1288.0,100 <= ... < 500 DM,.. >= 7 years,3.0,male : single,guarantor,4.0,real estate,47.99999999999999,none,own,2,skilled employee / official,2,none,no,< 0 DM,0.07352941176470588,no credits taken/ all credits paid back duly,education,0.057114559260482006,100 <= ... < 500 DM,1 <= ... < 4 years,0.6666666666666667,male : divorced/separated,guarantor,1.0,real estate,0.14738744,none,for free,2,skilled employee / official,1,none,no,Y,< 0 DM,9.0,no credits taken/ all credits paid back duly,education,1288.0,100 <= ... < 500 DM,1 <= ... < 4 years,3.0,male : divorced/separated,guarantor,4.0,real estate,27.253696639999998,none,for free,2,skilled employee / official,1,none,no,Y,0.29581594467163086,Y,N,N
0,N,no checking account,0.2941176470588235,existing credits paid back duly till now,car (new),0.07015516672169032,.. >= 1000 DM ,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,"if not A121/A122 : car or other, not in attribute 6",0.26785714285714285,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,N,no checking account,23.999999999999996,existing credits paid back duly till now,car (new),1525.0,.. >= 1000 DM ,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,no credits taken/ all credits paid back duly,car (new),0.07015516672169032,.. >= 1000 DM ,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,"if not A121/A122 : car or other, not in attribute 6",0.26785714285714285,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,no credits taken/ all credits paid back duly,car (new),1525.0,.. >= 1000 DM ,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,0.18915677070617676,Y,N,N
0,Y,< 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.10311433916584131,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.0892857142857143,none,rent,2,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,critical account/ other credits existing (not at this bank),radio/television,2124.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,24.0,none,rent,2,skilled employee / official,1,none,yes,< 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.10311433916584131,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,0.0892857142857143,none,rent,2,skilled employee / official,1,none,yes,N,< 0 DM,18.0,critical account/ other credits existing (not at this bank),furniture/equipment,2124.0,... < 100 DM,1 <= ... < 4 years,4.0,male : single,none,4.0,real estate,24.0,none,rent,2,skilled employee / official,1,none,yes,N,0.15782618522644043,Y,Y,Y
0,Y,0 <= ... < 200 DM,0.38235294117647056,critical account/ other credits existing (not at this bank),car (new),0.2200396170353252,... < 100 DM,unemployed,1.0,male : married/widowed,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.16071428571428575,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,Y,0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),4249.0,... < 100 DM,unemployed,4.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0 <= ... < 200 DM,0.38235294117647056,critical account/ other credits existing (not at this bank),car (new),0.2200396170353252,... < 100 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.16071428571428575,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,N,0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),4249.0,... < 100 DM,4 <= ... < 7 years,4.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",28.0,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,N,0.15801525115966797,Y,Y,Y
0,Y,< 0 DM,0.38235294117647056,existing credits paid back duly till now,education,0.6464179597226807,... < 100 DM,... < 1 year ,0.0,male : divorced/separated,none,0.0,unknown / no property,0.26785714285714285,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,Y,< 0 DM,30.0,existing credits paid back duly till now,education,11998.0,... < 100 DM,... < 1 year ,1.0,male : divorced/separated,none,1.0,unknown / no property,34.0,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.38235294117647056,existing credits paid back duly till now,retraining,0.6464179597226807,... < 100 DM,... < 1 year ,0.6,male : married/widowed,none,0.0,unknown / no property,0.26785714285714285,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,30.0,existing credits paid back duly till now,retraining,11998.0,... < 100 DM,... < 1 year ,2.8000000000000003,male : married/widowed,none,1.0,unknown / no property,34.0,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,N,0.24445581436157227,Y,Y,Y
0,N,< 0 DM,0.20588235294117646,delay in paying off in the past,(vacation - does not exist?),0.45234951028942444,unknown/ no savings account,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.07142857142857145,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,18.0,delay in paying off in the past,(vacation - does not exist?),8471.0,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.20588235294117646,delay in paying off in the past,retraining,0.45234951028942444,unknown/ no savings account,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.07142857142857145,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,18.0,delay in paying off in the past,retraining,8471.0,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.15809416770935059,Y,N,Y
