,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.1232876712328767,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,0.37755102040816324,United-States,<=50K,26.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K,0.1232876712328767,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0.1,0.0,0.37755102040816324,United-States,>50K,26.0,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,9999.900000000001,0.0,38.0,United-States,>50K,0.22136902809143066,Y,<=50K,<=50K
0,0.27397260273972607,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,0.37755102040816324,United-States,<=50K,37.00000000000001,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K,0.27397260273972607,State-gov,Bachelors,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,1.1,0.0,0.37755102040816324,United-States,>50K,37.00000000000001,State-gov,Bachelors,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,109998.90000000001,0.0,38.0,United-States,>50K,0.22307491302490234,Y,<=50K,<=50K
0,0.1232876712328767,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.024070240702407025,0.0,0.5,United-States,<=50K,26.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407.0,0.0,50.00000000000001,United-States,<=50K,0.22842151,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.6,0.0,0.5,United-States,>50K,33.67477023,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,59999.4,0.0,50.00000000000001,United-States,>50K,0.22172117233276367,Y,<=50K,<=50K
0,0.1506849315068493,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,>50K,28.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.36579958,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,>50K,43.70336934000001,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.22743701934814453,Y,>50K,<=50K
0,0.4246575342465753,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.07688076880768807,0.0,0.39795918367346933,United-States,>50K,48.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7688.0,0.0,40.0,United-States,>50K,0.4246575342465753,Self-emp-not-inc,Some-college,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.07688076880768807,0.0,0.59793698,United-States,<=50K,48.0,Self-emp-not-inc,Some-college,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7688.0,0.0,59.59782404,United-States,<=50K,0.22354793548583984,Y,>50K,>50K
0,0.3424657534246575,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.3232323232323232,0.39795918367346933,United-States,<=50K,42.0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,1408.0,40.0,United-States,<=50K,0.3424657534246575,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0.0,0.6,0.39795918367346933,United-States,>50K,42.0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0.0,2613.6,40.0,United-States,>50K,0.22425222396850586,Y,<=50K,<=50K
0,0.1506849315068493,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,0.31632653061224486,United-States,<=50K,28.0,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,32.0,United-States,<=50K,0.1506849315068493,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.9,0.31632653061224486,United-States,>50K,28.0,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,3920.4,32.0,United-States,>50K,0.2223973274230957,Y,<=50K,<=50K
0,0.0547945205479452,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0.0,0.39462809917355374,0.2959183673469387,United-States,<=50K,21.0,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0.0,1719.0,29.999999999999996,United-States,<=50K,0.0547945205479452,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0.0,0.8,0.2959183673469387,United-States,>50K,21.0,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0.0,3484.8,29.999999999999996,United-States,>50K,0.22234582901000977,Y,<=50K,<=50K
0,0.4520547945205479,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.5544077134986226,0.2959183673469387,United-States,>50K,50.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,29.999999999999996,United-States,>50K,0.4520547945205479,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.9,0.2959183673469387,United-States,<=50K,50.0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,3920.4,29.999999999999996,United-States,<=50K,0.21926498413085938,Y,>50K,>50K
0,0.0684931506849315,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,0.0,0.0,0.39795918367346933,United-States,<=50K,22.0,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,0.0684931506849315,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.6,0.39795918367346933,United-States,>50K,22.0,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0.0,2613.6,40.0,United-States,>50K,0.22030091285705566,Y,<=50K,<=50K
