,Unnamed: 0,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.7,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,69999.3,0.0,40.0,Guatemala,>50K,0.1990730762481689,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.4,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,39999.600000000006,0.0,40.0,Guatemala,>50K,0.1980009078979492,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,1.1,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,109998.9,0.0,40.0,Guatemala,>50K,0.194117784500122,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.8,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,79999.20000000001,0.0,40.0,Guatemala,>50K,0.1936619281768798,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.8,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,79999.20000000001,0.0,40.0,Guatemala,>50K,0.1983330249786377,Y,<=50K,<=50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,Never-worked,Doctorate,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,Never-worked,Doctorate,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K,0.1943640708923339,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,Outlying-US(Guam-USVI-etc),<=50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),<=50K,0.1970529556274414,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,Doctorate,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,State-gov,Doctorate,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,<=50K,0.2026648521423339,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,State-gov,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.1981928348541259,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,Without-pay,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,Without-pay,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.1956620216369629,Y,>50K,>50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.8,0.0,0.3979591836734693,Ireland,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,79999.20000000001,0.0,40.0,Ireland,>50K,0.1986501216888427,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,>50K,0.199498176574707,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.97833946,United-States,>50K,32.0,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,96.87726708,United-States,>50K,0.2023229598999023,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.33660803,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.1,0.0,0.3979591836734693,United-States,>50K,41.57238619,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,9999.9,0.0,40.0,United-States,>50K,0.2027690410614013,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.5,0.0,0.3979591836734693,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,49999.5,0.0,40.0,United-States,>50K,0.2029030323028564,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,State-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.5,0.0,0.4795918367346938,United-States,>50K,38.0,State-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,49999.5,0.0,48.0,United-States,>50K,0.2121341228485107,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,1.0,0.9,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,99999.0,3920.4,48.0,United-States,>50K,0.2002208232879638,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,1.0,0.0,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,99999.0,0.0,48.0,United-States,>50K,0.1994860172271728,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.4,0.0,0.4795918367346938,Ireland,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,39999.600000000006,0.0,48.0,Ireland,>50K,0.2018606662750244,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,0.8,0.0,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,79999.20000000001,0.0,48.0,United-States,>50K,0.1964409351348877,Y,<=50K,<=50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,Thailand,<=50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,Thailand,<=50K,0.2013189792633056,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,0.05791149,United-States,<=50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,6.675326020000001,United-States,<=50K,0.198603868484497,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Separated,Protective-serv,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Private,Bachelors,Separated,Protective-serv,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.1993498802185058,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Never-worked,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Never-worked,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.1976749897003173,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Married-spouse-absent,Exec-managerial,Husband,White,Male,0.0,0.2,0.4285714285714285,United-States,<=50K,32.0,Private,Bachelors,Married-spouse-absent,Exec-managerial,Husband,White,Male,0.0,871.2,43.0,United-States,<=50K,0.1982557773590088,Y,>50K,>50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,0.92566538,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,91.71520724,United-States,>50K,0.1997168064117431,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.1,0.0,0.3979591836734693,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,9999.9,0.0,40.0,United-States,>50K,0.1982059478759765,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.9,0.0,0.3979591836734693,Poland,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,89999.1,0.0,40.0,Poland,>50K,0.198923110961914,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1.1,0.3979591836734693,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,4791.6,40.0,United-States,>50K,0.2005560398101806,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.6,0.0,0.14197897,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,59999.4,0.0,14.913939060000004,United-States,>50K,0.2004358768463134,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.2,0.0,0.41792274,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,19999.800000000003,0.0,41.95642852,United-States,>50K,0.2303609848022461,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Husband,White,Male,0.6,0.0,0.5,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Husband,White,Male,59999.4,0.0,50.00000000000001,United-States,>50K,0.19883394241333,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,Doctorate,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.3,0.0,0.5,United-States,>50K,52.0,Private,Doctorate,Never-married,Handlers-cleaners,Not-in-family,White,Male,29999.7,0.0,50.00000000000001,United-States,>50K,0.2012832164764404,Y,<=50K,<=50K
