,Unnamed: 0,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,0.4,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,39999.600000000006,0.0,40.0,Guatemala,>50K,0.1922671794891357,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.8,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,79999.20000000001,0.0,40.0,Guatemala,>50K,0.2382328510284423,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.6,0.0,0.2167431,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,59999.4,0.0,22.2408238,Guatemala,>50K,0.195530891418457,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0.1,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,9999.9,0.0,40.0,Guatemala,>50K,0.1970481872558593,Y,<=50K,<=50K
2,0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.3979591836734693,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.8,0.0,0.3979591836734693,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,79999.20000000001,0.0,40.0,Guatemala,>50K,0.1946051120758056,Y,<=50K,<=50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.190148115158081,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,Bachelors,Separated,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,State-gov,Bachelors,Separated,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.1916980743408203,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,53.00000000000001,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.1889989376068115,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.06979654,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,Ireland,<=50K,22.09514742,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Ireland,<=50K,0.1933717727661132,Y,>50K,>50K
3,0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.3979591836734693,Ecuador,<=50K,53.00000000000001,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Ecuador,<=50K,0.1959121227264404,Y,>50K,>50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.2,0.0,0.3979591836734693,United-States,>50K,32.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,19999.800000000003,0.0,40.0,United-States,>50K,0.1925849914550781,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.9,0.3979591836734693,United-States,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,3920.4,40.0,United-States,>50K,0.1904687881469726,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.8,0.0,0.3979591836734693,Ecuador,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,79999.20000000001,0.0,40.0,Ecuador,>50K,0.1914417743682861,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.9,0.0,0.3979591836734693,United-States,>50K,32.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,89999.1,0.0,40.0,United-States,>50K,0.1907992362976074,Y,<=50K,<=50K
4,0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.6,0.97690573,United-States,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,2613.6,96.73676154000002,United-States,>50K,0.1906728744506836,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.4,0.0,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,39999.600000000006,0.0,48.0,United-States,>50K,0.1896026134490966,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0.8,0.0,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,79999.20000000001,0.0,48.0,United-States,>50K,0.1943602561950683,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.5,0.0,0.4795918367346938,United-States,>50K,38.0,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,49999.5,0.0,48.0,United-States,>50K,0.1922187805175781,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.9,1.1,0.4795918367346938,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,89999.1,4791.6,48.0,United-States,>50K,0.1947216987609863,Y,<=50K,<=50K
5,0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.4795918367346938,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,1.0,0.0,0.03132067,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,99999.0,0.0,4.06942566,United-States,>50K,0.1913118362426757,Y,<=50K,<=50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.22043971,United-States,<=50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,22.603091580000005,United-States,<=50K,0.1923959255218505,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,43.0,United-States,<=50K,0.1916420459747314,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,43.0,United-States,<=50K,0.1923778057098388,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,11th,Married-spouse-absent,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Private,11th,Married-spouse-absent,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.195491075515747,Y,>50K,>50K
6,0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Without-pay,Bachelors,Married-AF-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.4285714285714285,United-States,<=50K,32.0,Without-pay,Bachelors,Married-AF-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.19187593460083,Y,>50K,>50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.6,0.0,0.3979591836734693,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,59999.4,0.0,40.0,United-States,>50K,0.1943678855895996,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.4,0.0,0.3979591836734693,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,39999.600000000006,0.0,40.0,United-States,>50K,0.1918637752532959,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,0.3979591836734693,Yugoslavia,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,Yugoslavia,>50K,0.1903958320617675,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,1.0,0.0,0.3979591836734693,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,99999.0,0.0,40.0,United-States,>50K,0.1928308010101318,Y,<=50K,<=50K
7,0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.3979591836734693,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,0.3979591836734693,South,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,>50K,0.1944770812988281,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.9,0.5,United-States,>50K,52.0,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,3920.4,50.00000000000001,United-States,>50K,0.189462661743164,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0.4,0.0,0.5,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,39999.600000000006,0.0,50.00000000000001,United-States,>50K,0.1916649341583252,Y,<=50K,<=50K
8,0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.9,0.0,0.5,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,89999.1,0.0,50.00000000000001,United-States,>50K,0.1914699077606201,Y,<=50K,<=50K
