,Unnamed: 0,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
2,0,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.0025031289111389,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.3333333333333333,25 - 45,Male,African-American,0.0,0.4798223397,M,0,0,0,0.6,High,44.0,25 - 45,Male,African-American,0.0,507.1722130629,M,0,0,0,479.4,High,0.090616226196289,Y,Medium-Low,Medium-Low
2,0,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.0025031289111389,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.3333333333333333,25 - 45,Male,African-American,0.3,0.0009460737937559,F,0,0,0,0.0025031289111389,High,44.0,25 - 45,Male,African-American,11.4,1.0,F,0,0,0,2.0,High,0.0905890464782714,Y,Medium-Low,Medium-Low
2,0,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.0025031289111389,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.9,High,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,719.1,High,0.090440034866333,Y,Medium-Low,Medium-Low
2,0,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.0025031289111389,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.5,High,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,399.5,High,0.0943019390106201,Y,Medium-Low,Medium-Low
2,0,0.3333333333333333,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.0025031289111389,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.3333333333333333,25 - 45,Male,African-American,0.8,0.0009460737937559,M,0,0,0,0.0025031289111389,High,44.0,25 - 45,Male,African-American,30.4,1.0,M,0,0,0,2.0,High,0.0869460105895996,Y,Medium-Low,Medium-Low
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,1,0,0.7,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,1,0,559.3,High,0.0902800559997558,Y,Medium-Low,Medium-Low
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.9,0.0,M,1,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,34.2,0.0,M,1,0,0,0.0,High,0.090527057647705,Y,Medium-Low,Medium-Low
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Female,African-American,0.8,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Female,African-American,30.4,0.0,M,0,0,0,0.0,High,0.0900418758392334,Y,Medium-Low,Medium-Low
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.2,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,7.6,0.0,M,0,0,0,0.0,High,0.092609167098999,Y,Medium-Low,Medium-Low
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,Caucasian,0.7,0.0,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,Caucasian,26.6,0.0,M,0,0,0,0.0,High,0.0886180400848388,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.6,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,479.4,High,0.0888929367065429,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,799.0,High,0.0989737510681152,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.6,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,22.8,0.0,F,0,0,0,0.0,High,0.0871858596801757,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,0.8,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,639.2,High,0.0964179039001464,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.5,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,399.5,High,0.0896780490875244,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.9,0.0009460737937559,M,0,0,0,0.0037546933667083,High,24.000000000000004,Less than 25,Male,African-American,34.2,1.0,M,0,0,0,3.0,High,0.0893282890319824,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Greater than 45,Male,African-American,0.8,0.0009460737937559,M,0,0,0,0.0037546933667083,High,24.000000000000004,Greater than 45,Male,African-American,30.4,1.0,M,0,0,0,3.0,High,0.1009087562561035,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Female,African-American,0.6,0.0009460737937559,M,0,0,0,0.0037546933667083,High,24.000000000000004,Less than 25,Female,African-American,22.8,1.0,M,0,0,0,3.0,High,0.0889341831207275,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,25 - 45,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.7,High,24.000000000000004,25 - 45,Male,African-American,2.0,1.0,M,0,0,0,559.3,High,0.0965549945831298,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,1,0.6,High,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,1,479.4,High,0.0891661643981933,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0,0.5790616148,M,1,0,0,0.0012515644555694,High,24.000000000000004,Less than 25,Male,African-American,0.0,612.0681268436,M,1,0,0,1.0,High,0.0895900726318359,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,Other,0.4,0.0,M,1,0,1,0.0012515644555694,High,24.000000000000004,Less than 25,Male,Other,15.2,0.0,M,1,0,1,1.0,High,0.0914621353149414,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.4,High,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,319.6,High,0.0899882316589355,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.8,0.0,M,1,0,1,0.0012515644555694,High,24.000000000000004,Less than 25,Male,African-American,30.4,0.0,M,1,0,1,1.0,High,0.0948851108551025,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,Native American,0.0,0.0,M,1,0,1,0.5,High,24.000000000000004,Less than 25,Male,Native American,0.0,0.0,M,1,0,1,399.5,High,0.0893487930297851,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,1.0,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,1,799.0,High,0.1224539279937744,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.2,0.0,M,0,0,0,0.0012515644555694,High,32.0,25 - 45,Male,African-American,7.6,0.0,M,0,0,0,1.0,High,0.0908050537109375,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,1.1,0.0,F,0,0,0,0.7,High,32.0,25 - 45,Male,African-American,41.8,0.0,F,0,0,0,559.3,High,0.0904302597045898,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,1.0,0.0,F,0,0,0,0.0012515644555694,High,32.0,25 - 45,Male,African-American,38.0,0.0,F,0,0,0,1.0,High,0.0915539264678955,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.6,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,479.4,High,0.0884230136871337,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Hispanic,1.1,0.0009460737937559,F,0,0,1,0.0,High,25.0,25 - 45,Male,Hispanic,41.8,1.0,F,0,0,1,0.0,High,0.0971651077270507,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,African-American,0.0526315789473684,0.0009460737937559,F,1,0,1,0.7,High,25.0,25 - 45,Male,African-American,2.0,1.0,F,1,0,1,559.3,High,0.0910682678222656,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Native American,0.0526315789473684,0.0009460737937559,F,1,1,1,0.0,High,25.0,25 - 45,Male,Native American,2.0,1.0,F,1,1,1,0.0,High,0.088994026184082,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Hispanic,1.0,0.0009460737937559,F,1,0,1,0.0,High,25.0,25 - 45,Male,Hispanic,38.0,1.0,F,1,0,1,0.0,High,0.0907793045043945,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Hispanic,1.0,0.0009460737937559,F,1,0,1,0.9,High,25.0,25 - 45,Male,Hispanic,38.0,1.0,F,1,0,1,719.1,High,0.0917778015136718,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.3,0.2313618741,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,11.4,244.5495009237,M,0,0,0,0.0,High,0.0895590782165527,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.96923276,25 - 45,Female,African-American,0.9,0.0009460737937559,M,0,0,0,0.0,High,93.60015528,25 - 45,Female,African-American,34.2,1.0,M,0,0,0,0.0,High,0.0895330905914306,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.847840154,M,0,0,0,0.4,High,37.0,25 - 45,Female,African-American,4.0,896.167042778,M,0,0,0,319.6,High,0.0874478816986084,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.8,High,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,639.2,High,0.0864732265472412,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.7,0.0009460737937559,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,26.6,1.0,M,0,0,0,0.0,High,0.0894272327423095,Y,Medium-Low,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,African-American,0.2,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,7.6,1.0,F,0,0,0,33.0,High,0.0880720615386962,Y,High,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,African-American,0.4,0.0009460737937559,F,1,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,15.2,1.0,F,1,0,0,33.0,High,0.088083267211914,Y,High,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,Caucasian,0.3,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,Caucasian,11.4,1.0,F,0,0,0,33.0,High,0.0890848636627197,Y,High,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.9,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,719.1,High,0.0886049270629882,Y,High,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,Native American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,Native American,4.0,1.0,F,0,0,0,33.0,High,0.0890629291534423,Y,High,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,Less than 25,Male,Hispanic,0.4,0.0009460737937559,F,0,0,0,0.0,High,33.0,Less than 25,Male,Hispanic,15.2,1.0,F,0,0,0,0.0,High,0.0884010791778564,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.8,High,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,639.2,High,0.0861930847167968,Y,Medium-Low,Medium-Low
