,Unnamed: 0,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
3,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,1.0,0.1648308328,M,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,38.0,174.22619026959998,M,0,0,0,0.0,High,0.0872581005096435,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.9,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,34.2,0.0,F,0,0,0,0.0,High,0.0847418308258056,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.4,0.5884599329,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,15.2,622.0021490752999,F,0,0,0,0.0,High,0.0859079360961914,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.9,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,34.2,0.0,F,0,0,0,0.0,High,0.0929670333862304,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,799.0,High,0.0906848907470703,Y,Medium-Low,Medium-Low
4,0,0.141025641025641,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.141025641025641,25 - 45,Male,African-American,1.0,0.0,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,38.0,0.0,F,0,0,0,0.0,High,0.089008092880249,Y,Medium-Low,Medium-Low
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.76316671,Less than 25,Female,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,77.52700338,Less than 25,Female,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0923309326171875,Y,Medium-Low,High
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.670375893,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,708.587318901,M,0,0,0,3.0,Medium-Low,0.085033893585205,Y,Medium-Low,High
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.6967424792,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,736.4568005144,M,0,0,0,3.0,Medium-Low,0.0898768901824951,Y,Medium-Low,High
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.5335000243,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,563.9095256851,M,0,0,0,3.0,Medium-Low,0.0868201255798339,Y,Medium-Low,High
5,0,0.0769230769230769,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.84029754,Less than 25,Male,African-American,0.0526315789473684,0.0009460737937559,M,0,0,0,0.0037546933667083,High,83.54320812,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,High,0.0896139144897461,Y,Medium-Low,High
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.18493236,Less than 25,Male,African-American,0.0,0.9904649785,M,1,0,1,0.0012515644555694,High,32.42472408,Less than 25,Male,African-American,0.0,1046.9214822745,M,1,0,1,1.0,High,0.0841782093048095,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Female,African-American,0.6,0.0,M,1,0,1,0.0012515644555694,High,24.000000000000004,Less than 25,Female,African-American,22.8,0.0,M,1,0,1,1.0,High,0.0877501964569091,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Female,African-American,0.0,0.0,M,1,0,1,0.4,High,24.000000000000004,Less than 25,Female,African-American,0.0,0.0,M,1,0,1,319.6,High,0.087695837020874,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.6,High,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,479.4,High,0.089761734008789,Y,Medium-Low,Medium-Low
6,0,0.0769230769230769,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.0769230769230769,25 - 45,Male,African-American,0.9,0.0,M,1,0,1,0.0012515644555694,High,24.000000000000004,25 - 45,Male,African-American,34.2,0.0,M,1,0,1,1.0,High,0.0875608921051025,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.9,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,719.1,High,0.0871450901031494,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.4,0.0,F,0,0,0,0.0012515644555694,High,32.0,25 - 45,Male,African-American,15.2,0.0,F,0,0,0,1.0,High,0.0865321159362793,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,Less than 25,Male,African-American,0.9,0.0,F,0,0,0,0.0012515644555694,High,32.0,Less than 25,Male,African-American,34.2,0.0,F,0,0,0,1.0,High,0.0881328582763671,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.9,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,719.1,High,0.0878961086273193,Y,Medium-Low,Medium-Low
7,0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.9,High,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,719.1,High,0.0899100303649902,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Female,Native American,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,High,25.0,25 - 45,Female,Native American,2.0,1.0,F,1,0,1,0.0,High,0.0873439311981201,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Hispanic,0.8,0.0009460737937559,F,1,0,0,0.0,High,25.0,25 - 45,Male,Hispanic,30.4,1.0,F,1,0,0,0.0,High,0.08962082862854,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Male,Hispanic,0.6,0.0009460737937559,F,1,0,1,0.2,High,25.0,25 - 45,Male,Hispanic,22.8,1.0,F,1,0,1,159.8,High,0.0864782333374023,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.0897435897435897,25 - 45,Female,Hispanic,0.8,0.0009460737937559,F,1,0,1,0.0,High,25.0,25 - 45,Female,Hispanic,30.4,1.0,F,1,0,1,0.0,High,0.0905559062957763,Y,Medium-Low,Medium-Low
8,0,0.0897435897435897,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.03230984,25 - 45,Male,Hispanic,0.0526315789473684,0.0009460737937559,F,1,0,1,0.5,High,20.52016752,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,399.5,High,0.091249942779541,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.5,0.0009460737937559,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,19.0,1.0,M,0,0,0,0.0,High,0.086014986038208,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.5,0.0009460737937559,M,0,0,1,0.0,High,37.0,25 - 45,Female,African-American,19.0,1.0,M,0,0,1,0.0,High,0.0865142345428466,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,1.1,0.0009460737937559,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,41.8,1.0,M,0,0,0,0.0,High,0.0845680236816406,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.7,0.0009460737937559,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,26.6,1.0,M,0,0,0,0.0,High,0.0910100936889648,Y,Medium-Low,Medium-Low
9,0,0.2435897435897435,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Female,African-American,0.7,0.0009460737937559,M,0,0,0,0.0,High,37.0,25 - 45,Female,African-American,26.6,1.0,M,0,0,0,0.0,High,0.0849630832672119,Y,Medium-Low,Medium-Low
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,Hispanic,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0413016270337922,Medium-Low,27.0,25 - 45,Male,Hispanic,4.0,1.0,M,0,0,0,33.0,Medium-Low,0.0863518714904785,Y,High,High
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0852092787,F,0,0,0,0.0413016270337922,Medium-Low,27.0,25 - 45,Male,African-American,4.0,90.0662075859,F,0,0,0,33.0,Medium-Low,0.087378978729248,Y,High,High
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,Greater than 45,Male,Native American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,Medium-Low,27.0,Greater than 45,Male,Native American,4.0,1.0,F,0,0,0,33.0,Medium-Low,0.0854220390319824,Y,High,High
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Male,Hispanic,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,Medium-Low,27.0,25 - 45,Male,Hispanic,4.0,1.0,F,0,0,0,33.0,Medium-Low,0.0932450294494628,Y,High,High
10,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.0009460737937559,F,0,0,0,0.0413016270337922,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.1153846153846153,25 - 45,Female,African-American,0.1052631578947368,0.0009460737937559,M,0,0,0,0.0413016270337922,Medium-Low,27.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,33.0,Medium-Low,0.0914239883422851,Y,High,High
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.5,0.0009460737937559,F,0,0,0,1.0,High,33.0,25 - 45,Male,Hispanic,19.0,1.0,F,0,0,0,799.0,High,0.0842740535736084,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.2,0.0009460737937559,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,7.6,1.0,F,0,0,0,0.0,High,0.0861649513244628,Y,Medium-Low,Medium-Low
